seed,condition,dose,mu,bCoreRatio,rescued,rescueTime,rescueMode,extinct,extinctionTime,finalN,terminationReason,nMutCore,nMutEdge
0,wellMixed,1.9,0.0001,,0,,,1,8.548176641484858,0,extinction,0,0
1,wellMixed,1.9,0.0001,,0,,,1,9.62999339816339,0,extinction,0,0
2,wellMixed,1.9,0.0001,,0,,,1,7.827596259478831,0,extinction,0,0
3,wellMixed,1.9,0.0001,,0,,,1,7.1953147122184475,0,extinction,0,0
4,wellMixed,1.9,0.0001,,0,,,1,6.1169109236788115,0,extinction,0,0
5,wellMixed,1.9,0.0001,,1,3.7049182145743282,,0,,41,rescue,0,1
6,wellMixed,1.9,0.0001,,0,,,1,7.010371005123991,0,extinction,0,0
7,wellMixed,1.9,0.0001,,0,,,1,7.605069265460417,0,extinction,0,0
8,wellMixed,1.9,0.0001,,0,,,1,6.59905202625904,0,extinction,0,0
9,wellMixed,1.9,0.0001,,0,,,1,8.284890311647793,0,extinction,0,0
10,wellMixed,1.9,0.0001,,0,,,1,5.907871038258973,0,extinction,0,0
11,wellMixed,1.9,0.0001,,0,,,1,5.77351632700219,0,extinction,0,0
12,wellMixed,1.9,0.0001,,0,,,1,9.79333240421262,0,extinction,0,1
13,wellMixed,1.9,0.0001,,0,,,1,11.01179694376339,0,extinction,0,0
14,wellMixed,1.9,0.0001,,0,,,1,7.440865375984515,0,extinction,0,0
15,wellMixed,1.9,0.0001,,0,,,1,7.235495638020624,0,extinction,0,0
16,wellMixed,1.9,0.0001,,0,,,1,8.249112060885269,0,extinction,0,0
17,wellMixed,1.9,0.0001,,0,,,1,9.92866200978326,0,extinction,0,0
18,wellMixed,1.9,0.0001,,0,,,1,6.577327843525498,0,extinction,0,0
19,wellMixed,1.9,0.0001,,0,,,1,6.837509500274584,0,extinction,0,0
20,wellMixed,1.9,0.0001,,0,,,1,7.153667489558137,0,extinction,0,0
21,wellMixed,1.9,0.0001,,0,,,1,9.152296821263873,0,extinction,0,0
22,wellMixed,1.9,0.0001,,0,,,1,6.901852369447267,0,extinction,0,0
23,wellMixed,1.9,0.0001,,0,,,1,6.7404178773455765,0,extinction,0,1
24,wellMixed,1.9,0.0001,,0,,,1,6.424166823487232,0,extinction,0,0
25,wellMixed,1.9,0.0001,,0,,,1,6.7493319819994735,0,extinction,0,0
26,wellMixed,1.9,0.0001,,0,,,1,9.319944334747998,0,extinction,0,1
27,wellMixed,1.9,0.0001,,0,,,1,7.162244315301059,0,extinction,0,0
28,wellMixed,1.9,0.0001,,0,,,1,8.012767997044067,0,extinction,0,0
29,wellMixed,1.9,0.0001,,0,,,1,4.66868140568945,0,extinction,0,0
30,wellMixed,1.9,0.0001,,0,,,1,8.082623942701186,0,extinction,0,0
31,wellMixed,1.9,0.0001,,0,,,1,8.516728604863163,0,extinction,0,0
32,wellMixed,1.9,0.0001,,0,,,1,7.554806458625166,0,extinction,0,0
33,wellMixed,1.9,0.0001,,0,,,1,6.824191914807162,0,extinction,0,1
34,wellMixed,1.9,0.0001,,0,,,1,9.819363809369165,0,extinction,0,0
35,wellMixed,1.9,0.0001,,0,,,1,7.153842051223187,0,extinction,0,0
36,wellMixed,1.9,0.0001,,0,,,1,7.77165690317878,0,extinction,0,0
37,wellMixed,1.9,0.0001,,0,,,1,8.858111629437062,0,extinction,0,0
38,wellMixed,1.9,0.0001,,0,,,1,8.039670594509744,0,extinction,0,0
39,wellMixed,1.9,0.0001,,0,,,1,6.886779006069126,0,extinction,0,0
40,wellMixed,1.9,0.0001,,0,,,1,8.302563566159428,0,extinction,0,0
41,wellMixed,1.9,0.0001,,0,,,1,6.141022483875661,0,extinction,0,0
42,wellMixed,1.9,0.0001,,0,,,1,7.36576982512777,0,extinction,0,0
43,wellMixed,1.9,0.0001,,0,,,1,7.024009383885236,0,extinction,0,0
44,wellMixed,1.9,0.0001,,0,,,1,11.07663567345899,0,extinction,0,0
45,wellMixed,1.9,0.0001,,0,,,1,7.294027782014346,0,extinction,0,0
46,wellMixed,1.9,0.0001,,1,3.7605433392748724,,0,,36,rescue,0,1
47,wellMixed,1.9,0.0001,,1,5.860645972175364,,0,,19,rescue,0,1
48,wellMixed,1.9,0.0001,,0,,,1,6.034796937526721,0,extinction,0,0
49,wellMixed,1.9,0.0001,,0,,,1,5.611966416149623,0,extinction,0,0
50,wellMixed,1.9,0.0001,,0,,,1,6.328977567221312,0,extinction,0,0
51,wellMixed,1.9,0.0001,,1,4.195623790788141,,0,,28,rescue,0,1
52,wellMixed,1.9,0.0001,,0,,,1,7.6264451189572835,0,extinction,0,0
53,wellMixed,1.9,0.0001,,0,,,1,7.467994934314358,0,extinction,0,0
54,wellMixed,1.9,0.0001,,0,,,1,6.999684595493181,0,extinction,0,0
55,wellMixed,1.9,0.0001,,0,,,1,7.731221913093542,0,extinction,0,0
56,wellMixed,1.9,0.0001,,0,,,1,8.044618383106853,0,extinction,0,0
57,wellMixed,1.9,0.0001,,1,6.96032896350728,,0,,10,rescue,0,1
58,wellMixed,1.9,0.0001,,0,,,1,5.682845590608407,0,extinction,0,0
59,wellMixed,1.9,0.0001,,0,,,1,8.390668873003396,0,extinction,0,0
60,wellMixed,1.9,0.0001,,0,,,1,7.756115951799945,0,extinction,0,0
61,wellMixed,1.9,0.0001,,0,,,1,7.960196788853612,0,extinction,0,0
62,wellMixed,1.9,0.0001,,0,,,1,6.696745925879861,0,extinction,0,0
63,wellMixed,1.9,0.0001,,0,,,1,7.595059190902091,0,extinction,0,0
64,wellMixed,1.9,0.0001,,0,,,1,11.982220181687515,0,extinction,0,0
65,wellMixed,1.9,0.0001,,0,,,1,7.827134752824769,0,extinction,0,1
66,wellMixed,1.9,0.0001,,0,,,1,7.155886408533277,0,extinction,0,0
67,wellMixed,1.9,0.0001,,0,,,1,10.219025961130953,0,extinction,0,0
68,wellMixed,1.9,0.0001,,0,,,1,6.128098434876517,0,extinction,0,0
69,wellMixed,1.9,0.0001,,0,,,1,10.804332647887206,0,extinction,0,0
