seed,condition,dose,mu,bCoreRatio,rescued,rescueTime,rescueMode,extinct,extinctionTime,finalN,terminationReason,nMutCore,nMutEdge
0,biofilm,1.1,0.0001,0.2,0,,,1,126.18523707331263,0,extinction,1,1
1,biofilm,1.1,0.0001,0.2,1,99.6337497410524,edge,0,,22,rescue,0,3
2,biofilm,1.1,0.0001,0.2,0,,,1,99.0684361793933,0,extinction,1,0
3,biofilm,1.1,0.0001,0.2,0,,,1,132.59958418302426,0,extinction,2,1
4,biofilm,1.1,0.0001,0.2,0,,,1,111.4271300181657,0,extinction,0,0
5,biofilm,1.1,0.0001,0.2,1,64.08396728412961,edge,0,,301,rescue,1,1
6,biofilm,1.1,0.0001,0.2,1,44.83501362149649,edge,0,,453,rescue,0,1
7,biofilm,1.1,0.0001,0.2,1,43.42961400658431,edge,0,,525,rescue,0,2
8,biofilm,1.1,0.0001,0.2,1,89.6414506666924,core,0,,80,rescue,3,0
9,biofilm,1.1,0.0001,0.2,0,,,1,126.38133587731727,0,extinction,0,0
10,biofilm,1.1,0.0001,0.2,0,,,1,134.00085576790363,0,extinction,1,0
11,biofilm,1.1,0.0001,0.2,0,,,1,114.79475172156741,0,extinction,0,1
12,biofilm,1.1,0.0001,0.2,1,19.67539537491902,edge,0,,704,rescue,0,1
13,biofilm,1.1,0.0001,0.2,0,,,1,105.19578508480299,0,extinction,1,1
14,biofilm,1.1,0.0001,0.2,0,,,1,130.37503170221936,0,extinction,2,0
15,biofilm,1.1,0.0001,0.2,0,,,1,107.14366191822727,0,extinction,0,1
16,biofilm,1.1,0.0001,0.2,1,20.118958889541553,edge,0,,747,rescue,0,1
17,biofilm,1.1,0.0001,0.2,1,21.30266246023989,edge,0,,936,rescue,2,1
18,biofilm,1.1,0.0001,0.2,0,,,1,128.73675065914685,0,extinction,0,0
19,biofilm,1.1,0.0001,0.2,0,,,1,105.81217958521623,0,extinction,0,1
20,biofilm,1.1,0.0001,0.2,1,27.78809588704774,edge,0,,687,rescue,0,2
21,biofilm,1.1,0.0001,0.2,0,,,1,112.95047587620837,0,extinction,0,2
22,biofilm,1.1,0.0001,0.2,1,77.20334291991371,edge,0,,246,rescue,1,1
23,biofilm,1.1,0.0001,0.2,0,,,1,136.6931296226559,0,extinction,0,0
24,biofilm,1.1,0.0001,0.2,0,,,1,102.41666399784148,0,extinction,1,0
25,biofilm,1.1,0.0001,0.2,1,78.10162810787186,edge,0,,369,rescue,0,1
26,biofilm,1.1,0.0001,0.2,0,,,1,90.5337617601677,0,extinction,1,1
27,biofilm,1.1,0.0001,0.2,0,,,1,91.99650750486772,0,extinction,0,2
28,biofilm,1.1,0.0001,0.2,1,45.47597334664749,edge,0,,451,rescue,1,1
29,biofilm,1.1,0.0001,0.2,0,,,1,104.15721839337736,0,extinction,0,1
30,biofilm,1.1,0.0001,0.2,0,,,1,79.31242164977729,0,extinction,0,0
31,biofilm,1.1,0.0001,0.2,1,51.35778562541864,edge,0,,421,rescue,0,1
32,biofilm,1.1,0.0001,0.2,1,14.252006371911857,edge,0,,933,rescue,1,1
33,biofilm,1.1,0.0001,0.2,1,31.055762808048623,edge,0,,725,rescue,0,1
34,biofilm,1.1,0.0001,0.2,0,,,1,121.4694950322383,0,extinction,0,1
35,biofilm,1.1,0.0001,0.2,0,,,1,148.35297139655987,0,extinction,0,0
36,biofilm,1.1,0.0001,0.2,0,,,1,178.53449452210586,0,extinction,0,0
37,biofilm,1.1,0.0001,0.2,0,,,1,116.75397233836308,0,extinction,0,1
38,biofilm,1.1,0.0001,0.2,0,,,1,91.72020295363909,0,extinction,0,1
39,biofilm,1.1,0.0001,0.2,0,,,1,72.1800704848198,0,extinction,0,0
40,biofilm,1.1,0.0001,0.2,1,32.31392006970163,edge,0,,539,rescue,0,1
41,biofilm,1.1,0.0001,0.2,1,6.618240231470737,edge,0,,907,rescue,0,1
42,biofilm,1.1,0.0001,0.2,0,,,1,88.6745535760279,0,extinction,0,1
43,biofilm,1.1,0.0001,0.2,0,,,1,143.0767105289892,0,extinction,2,0
44,biofilm,1.1,0.0001,0.2,0,,,1,96.45630322381281,0,extinction,0,0
45,biofilm,1.1,0.0001,0.2,0,,,1,131.7600152031962,0,extinction,0,1
46,biofilm,1.1,0.0001,0.2,0,,,1,107.86386008874929,0,extinction,1,2
47,biofilm,1.1,0.0001,0.2,0,,,1,105.10432758324495,0,extinction,1,2
48,biofilm,1.1,0.0001,0.2,0,,,1,106.14552708646109,0,extinction,1,1
49,biofilm,1.1,0.0001,0.2,1,38.607985121000894,edge,0,,720,rescue,0,2
50,biofilm,1.1,0.0001,0.2,1,17.653457227817093,core,0,,601,rescue,1,0
51,biofilm,1.1,0.0001,0.2,1,61.49238896649654,edge,0,,428,rescue,1,1
52,biofilm,1.1,0.0001,0.2,1,58.05780311120754,edge,0,,232,rescue,1,1
53,biofilm,1.1,0.0001,0.2,1,33.77668570907956,edge,0,,538,rescue,2,2
