seed,condition,dose,mu,bCoreRatio,rescued,rescueTime,rescueMode,extinct,extinctionTime,finalN,terminationReason,nMutCore,nMutEdge
0,chainWM,1.2,0.0001,0.2,0,,,1,29.919124032624435,0,extinction,0,0
1,chainWM,1.2,0.0001,0.2,0,,,1,26.711151155977408,0,extinction,0,0
2,chainWM,1.2,0.0001,0.2,0,,,1,25.937205902560102,0,extinction,0,0
3,chainWM,1.2,0.0001,0.2,1,4.1532090944176066,edge,0,,442,rescue,0,2
4,chainWM,1.2,0.0001,0.2,0,,,1,23.665873233885595,0,extinction,0,0
5,chainWM,1.2,0.0001,0.2,1,7.165072232074077,edge,0,,259,rescue,0,1
6,chainWM,1.2,0.0001,0.2,0,,,1,25.475800722716492,0,extinction,0,0
7,chainWM,1.2,0.0001,0.2,0,,,1,26.944830047658524,0,extinction,0,0
8,chainWM,1.2,0.0001,0.2,0,,,1,24.563644314036875,0,extinction,0,0
9,chainWM,1.2,0.0001,0.2,1,5.872140859344193,edge,0,,384,rescue,0,1
10,chainWM,1.2,0.0001,0.2,1,10.770153512457453,edge,0,,138,rescue,0,1
11,chainWM,1.2,0.0001,0.2,1,9.486482963275758,edge,0,,180,rescue,0,2
12,chainWM,1.2,0.0001,0.2,1,18.597831657406736,edge,0,,16,rescue,0,2
13,chainWM,1.2,0.0001,0.2,0,,,1,20.525807099165025,0,extinction,0,0
14,chainWM,1.2,0.0001,0.2,0,,,1,31.024529317426023,0,extinction,0,1
15,chainWM,1.2,0.0001,0.2,0,,,1,22.647542733912264,0,extinction,0,0
16,chainWM,1.2,0.0001,0.2,0,,,1,22.466567183370696,0,extinction,0,0
17,chainWM,1.2,0.0001,0.2,0,,,1,27.27596979677893,0,extinction,0,1
18,chainWM,1.2,0.0001,0.2,0,,,1,35.30032010006759,0,extinction,0,0
19,chainWM,1.2,0.0001,0.2,1,13.512641228475832,edge,0,,59,rescue,0,2
20,chainWM,1.2,0.0001,0.2,0,,,1,33.981114272695436,0,extinction,0,1
21,chainWM,1.2,0.0001,0.2,0,,,1,26.40189524780823,0,extinction,0,0
22,chainWM,1.2,0.0001,0.2,0,,,1,25.20239686409743,0,extinction,0,0
23,chainWM,1.2,0.0001,0.2,0,,,1,23.66362150690077,0,extinction,0,1
24,chainWM,1.2,0.0001,0.2,0,,,1,26.344970532787496,0,extinction,0,0
25,chainWM,1.2,0.0001,0.2,0,,,1,46.96455269439736,0,extinction,0,0
26,chainWM,1.2,0.0001,0.2,1,26.88370314865536,edge,0,,20,rescue,0,2
27,chainWM,1.2,0.0001,0.2,0,,,1,28.145443134069623,0,extinction,0,0
28,chainWM,1.2,0.0001,0.2,1,8.690540184906858,edge,0,,96,rescue,0,1
29,chainWM,1.2,0.0001,0.2,0,,,1,24.382417907360626,0,extinction,0,0
30,chainWM,1.2,0.0001,0.2,0,,,1,19.89749543159238,0,extinction,0,0
31,chainWM,1.2,0.0001,0.2,0,,,1,28.0950750680698,0,extinction,0,0
