seed,condition,dose,mu,bCoreRatio,rescued,rescueTime,rescueMode,extinct,extinctionTime,finalN,terminationReason,nMutCore,nMutEdge
0,chainWM,1.9,0.0001,0.2,0,,,1,6.71893186210496,0,extinction,0,0
1,chainWM,1.9,0.0001,0.2,0,,,1,6.065545028097464,0,extinction,0,0
2,chainWM,1.9,0.0001,0.2,0,,,1,8.71886653361408,0,extinction,0,0
3,chainWM,1.9,0.0001,0.2,1,5.439491790002135,edge,0,,13,rescue,0,1
4,chainWM,1.9,0.0001,0.2,0,,,1,5.918491919766963,0,extinction,0,0
5,chainWM,1.9,0.0001,0.2,0,,,1,7.354864980800855,0,extinction,0,0
6,chainWM,1.9,0.0001,0.2,0,,,1,8.243777444720639,0,extinction,0,0
7,chainWM,1.9,0.0001,0.2,0,,,1,7.884336799440199,0,extinction,0,0
8,chainWM,1.9,0.0001,0.2,0,,,1,7.97571312711516,0,extinction,0,0
9,chainWM,1.9,0.0001,0.2,0,,,1,9.25346375558568,0,extinction,0,0
10,chainWM,1.9,0.0001,0.2,0,,,1,5.670302531023663,0,extinction,0,0
11,chainWM,1.9,0.0001,0.2,0,,,1,8.09392940917055,0,extinction,0,0
12,chainWM,1.9,0.0001,0.2,0,,,1,6.262055825886196,0,extinction,0,0
13,chainWM,1.9,0.0001,0.2,0,,,1,6.991581679728445,0,extinction,0,0
14,chainWM,1.9,0.0001,0.2,0,,,1,5.3950665006093965,0,extinction,0,0
15,chainWM,1.9,0.0001,0.2,0,,,1,5.963212193595783,0,extinction,0,0
16,chainWM,1.9,0.0001,0.2,0,,,1,7.856407896192407,0,extinction,0,0
17,chainWM,1.9,0.0001,0.2,0,,,1,6.101133734767568,0,extinction,0,0
18,chainWM,1.9,0.0001,0.2,0,,,1,6.950248994818045,0,extinction,0,0
19,chainWM,1.9,0.0001,0.2,0,,,1,11.075604358096435,0,extinction,0,0
20,chainWM,1.9,0.0001,0.2,0,,,1,7.132926796561012,0,extinction,0,0
21,chainWM,1.9,0.0001,0.2,0,,,1,7.49764173672585,0,extinction,0,0
22,chainWM,1.9,0.0001,0.2,0,,,1,6.247847195518494,0,extinction,0,0
23,chainWM,1.9,0.0001,0.2,0,,,1,5.497916630704549,0,extinction,0,0
24,chainWM,1.9,0.0001,0.2,0,,,1,8.161120606709842,0,extinction,0,0
