seed,condition,dose,mu,bCoreRatio,rescued,rescueTime,rescueMode,extinct,extinctionTime,finalN,terminationReason,nMutCore,nMutEdge
0,wellMixed,2.8,0.0001,,0,,,1,4.043724120316648,0,extinction,0,0
1,wellMixed,2.8,0.0001,,0,,,1,3.2885121340194874,0,extinction,0,0
2,wellMixed,2.8,0.0001,,0,,,1,3.8344198601015766,0,extinction,0,0
3,wellMixed,2.8,0.0001,,0,,,1,3.4886640034578242,0,extinction,0,0
4,wellMixed,2.8,0.0001,,0,,,1,3.9311512170347496,0,extinction,0,0
5,wellMixed,2.8,0.0001,,1,5.243898092155963,,0,,10,rescue,0,1
6,wellMixed,2.8,0.0001,,0,,,1,2.740851918680373,0,extinction,0,0
7,wellMixed,2.8,0.0001,,0,,,1,3.1290058456385728,0,extinction,0,0
8,wellMixed,2.8,0.0001,,0,,,1,4.157855914602359,0,extinction,0,0
9,wellMixed,2.8,0.0001,,0,,,1,3.283701739106963,0,extinction,0,0
10,wellMixed,2.8,0.0001,,0,,,1,3.4776763595436404,0,extinction,0,0
11,wellMixed,2.8,0.0001,,0,,,1,3.9216694155603418,0,extinction,0,0
12,wellMixed,2.8,0.0001,,0,,,1,5.926480713988887,0,extinction,0,1
13,wellMixed,2.8,0.0001,,0,,,1,3.2938459676939416,0,extinction,0,0
14,wellMixed,2.8,0.0001,,0,,,1,4.145728277697783,0,extinction,0,0
15,wellMixed,2.8,0.0001,,0,,,1,3.007307463193798,0,extinction,0,0
16,wellMixed,2.8,0.0001,,0,,,1,4.041574313432754,0,extinction,0,0
17,wellMixed,2.8,0.0001,,0,,,1,4.265789007489184,0,extinction,0,0
18,wellMixed,2.8,0.0001,,0,,,1,4.060313330726996,0,extinction,0,0
19,wellMixed,2.8,0.0001,,0,,,1,4.7129526822716015,0,extinction,0,0
20,wellMixed,2.8,0.0001,,0,,,1,3.9943691150677347,0,extinction,0,0
21,wellMixed,2.8,0.0001,,0,,,1,4.727867582362868,0,extinction,0,0
22,wellMixed,2.8,0.0001,,0,,,1,3.682919372813096,0,extinction,0,0
23,wellMixed,2.8,0.0001,,0,,,1,3.225464922552808,0,extinction,0,0
24,wellMixed,2.8,0.0001,,0,,,1,4.078504160897926,0,extinction,0,0
25,wellMixed,2.8,0.0001,,0,,,1,4.051989627853741,0,extinction,0,0
26,wellMixed,2.8,0.0001,,0,,,1,4.1158982486633295,0,extinction,0,1
27,wellMixed,2.8,0.0001,,0,,,1,2.845601761056148,0,extinction,0,0
28,wellMixed,2.8,0.0001,,0,,,1,3.5273575793913707,0,extinction,0,0
29,wellMixed,2.8,0.0001,,0,,,1,3.031729701057192,0,extinction,0,0
30,wellMixed,2.8,0.0001,,0,,,1,5.242335113774816,0,extinction,0,0
31,wellMixed,2.8,0.0001,,0,,,1,3.7372390963909945,0,extinction,0,0
32,wellMixed,2.8,0.0001,,0,,,1,3.1039086045845155,0,extinction,0,0
33,wellMixed,2.8,0.0001,,0,,,1,2.9014759962246295,0,extinction,0,0
34,wellMixed,2.8,0.0001,,0,,,1,3.719430442861297,0,extinction,0,0
35,wellMixed,2.8,0.0001,,0,,,1,3.582356343422856,0,extinction,0,0
36,wellMixed,2.8,0.0001,,0,,,1,5.001505937037145,0,extinction,0,0
37,wellMixed,2.8,0.0001,,0,,,1,3.0568153295465734,0,extinction,0,0
38,wellMixed,2.8,0.0001,,0,,,1,4.295976360779079,0,extinction,0,0
39,wellMixed,2.8,0.0001,,0,,,1,4.177471909652697,0,extinction,0,0
40,wellMixed,2.8,0.0001,,0,,,1,4.218307154295251,0,extinction,0,0
41,wellMixed,2.8,0.0001,,0,,,1,4.190921242383118,0,extinction,0,0
42,wellMixed,2.8,0.0001,,0,,,1,3.1429233792705245,0,extinction,0,0
43,wellMixed,2.8,0.0001,,0,,,1,4.160149461822315,0,extinction,0,0
44,wellMixed,2.8,0.0001,,0,,,1,4.074889523965948,0,extinction,0,0
45,wellMixed,2.8,0.0001,,0,,,1,3.9519967198194452,0,extinction,0,0
46,wellMixed,2.8,0.0001,,0,,,1,4.129711988555342,0,extinction,0,0
47,wellMixed,2.8,0.0001,,0,,,1,3.751453852702659,0,extinction,0,1
48,wellMixed,2.8,0.0001,,0,,,1,2.848858722479566,0,extinction,0,0
49,wellMixed,2.8,0.0001,,0,,,1,3.6529963827460947,0,extinction,0,0
50,wellMixed,2.8,0.0001,,0,,,1,4.211712096697706,0,extinction,0,0
51,wellMixed,2.8,0.0001,,0,,,1,3.1082836588435105,0,extinction,0,0
52,wellMixed,2.8,0.0001,,0,,,1,3.998007563050146,0,extinction,0,0
53,wellMixed,2.8,0.0001,,0,,,1,3.771232726565828,0,extinction,0,0
54,wellMixed,2.8,0.0001,,0,,,1,3.0428974168520138,0,extinction,0,0
55,wellMixed,2.8,0.0001,,0,,,1,3.4735649093777368,0,extinction,0,0
56,wellMixed,2.8,0.0001,,0,,,1,5.256519192127579,0,extinction,0,0
57,wellMixed,2.8,0.0001,,1,5.865358879004373,,0,,10,rescue,0,1
58,wellMixed,2.8,0.0001,,0,,,1,4.084689330429821,0,extinction,0,0
59,wellMixed,2.8,0.0001,,0,,,1,3.1253999464506137,0,extinction,0,1
60,wellMixed,2.8,0.0001,,0,,,1,3.84557824700134,0,extinction,0,0
61,wellMixed,2.8,0.0001,,0,,,1,3.9775258795457358,0,extinction,0,0
62,wellMixed,2.8,0.0001,,0,,,1,3.833218039534424,0,extinction,0,0
63,wellMixed,2.8,0.0001,,0,,,1,4.033353299244866,0,extinction,0,0
64,wellMixed,2.8,0.0001,,0,,,1,3.7237812766076823,0,extinction,0,0
65,wellMixed,2.8,0.0001,,0,,,1,3.9038900891507455,0,extinction,0,0
66,wellMixed,2.8,0.0001,,0,,,1,3.153550032158501,0,extinction,0,0
67,wellMixed,2.8,0.0001,,0,,,1,4.267726496890808,0,extinction,0,0
68,wellMixed,2.8,0.0001,,0,,,1,4.533521798437791,0,extinction,0,0
69,wellMixed,2.8,0.0001,,0,,,1,4.256329770395156,0,extinction,0,0
70,wellMixed,2.8,0.0001,,0,,,1,3.437758308136858,0,extinction,0,0
71,wellMixed,2.8,0.0001,,0,,,1,3.80301947021856,0,extinction,0,0
72,wellMixed,2.8,0.0001,,0,,,1,3.75480278905476,0,extinction,0,0
73,wellMixed,2.8,0.0001,,1,3.6692179176140867,,0,,12,rescue,0,1
74,wellMixed,2.8,0.0001,,0,,,1,3.942971048094841,0,extinction,0,0
75,wellMixed,2.8,0.0001,,0,,,1,3.6541771740004574,0,extinction,0,0
76,wellMixed,2.8,0.0001,,0,,,1,3.8953815190209604,0,extinction,0,0
77,wellMixed,2.8,0.0001,,0,,,1,4.366833587002788,0,extinction,0,1
78,wellMixed,2.8,0.0001,,0,,,1,5.310891574719527,0,extinction,0,0
79,wellMixed,2.8,0.0001,,0,,,1,3.564125262264158,0,extinction,0,0
80,wellMixed,2.8,0.0001,,0,,,1,3.0519851271926903,0,extinction,0,0
81,wellMixed,2.8,0.0001,,0,,,1,3.1052277487523905,0,extinction,0,0
82,wellMixed,2.8,0.0001,,0,,,1,3.505035951017872,0,extinction,0,0
83,wellMixed,2.8,0.0001,,0,,,1,4.421241044675237,0,extinction,0,0
84,wellMixed,2.8,0.0001,,0,,,1,3.5015620404439805,0,extinction,0,0
85,wellMixed,2.8,0.0001,,0,,,1,3.314720889508679,0,extinction,0,0
86,wellMixed,2.8,0.0001,,0,,,1,3.4608413986926347,0,extinction,0,0
87,wellMixed,2.8,0.0001,,0,,,1,4.776074026879698,0,extinction,0,0
88,wellMixed,2.8,0.0001,,0,,,1,4.063039841482576,0,extinction,0,0
89,wellMixed,2.8,0.0001,,0,,,1,4.453102375063253,0,extinction,0,0
90,wellMixed,2.8,0.0001,,0,,,1,4.5591221740394845,0,extinction,0,0
91,wellMixed,2.8,0.0001,,0,,,1,4.825415269926297,0,extinction,0,0
