seed,condition,dose,mu,bCoreRatio,rescued,rescueTime,rescueMode,extinct,extinctionTime,finalN,terminationReason,nMutCore,nMutEdge
0,chainWM,1.05,0.0001,0.2,0,,,1,94.45144172604006,0,extinction,0,2
1,chainWM,1.05,0.0001,0.2,0,,,1,68.76893039791916,0,extinction,0,3
2,chainWM,1.05,0.0001,0.2,1,64.42205451188788,edge,0,,100,rescue,0,2
3,chainWM,1.05,0.0001,0.2,0,,,1,79.17435681681458,0,extinction,0,3
4,chainWM,1.05,0.0001,0.2,0,,,1,78.56856495283515,0,extinction,0,0
5,chainWM,1.05,0.0001,0.2,1,6.105280002086287,edge,0,,756,rescue,0,1
6,chainWM,1.05,0.0001,0.2,0,,,1,73.66118876832287,0,extinction,0,1
7,chainWM,1.05,0.0001,0.2,1,52.460128442623535,edge,0,,63,rescue,0,4
8,chainWM,1.05,0.0001,0.2,1,31.51562907552642,edge,0,,273,rescue,0,3
9,chainWM,1.05,0.0001,0.2,1,9.831675715805815,edge,0,,767,rescue,0,1
10,chainWM,1.05,0.0001,0.2,0,,,1,108.34576534459565,0,extinction,0,1
11,chainWM,1.05,0.0001,0.2,1,8.85582014278575,edge,0,,704,rescue,0,2
12,chainWM,1.05,0.0001,0.2,1,21.34699175158526,edge,0,,478,rescue,0,2
13,chainWM,1.05,0.0001,0.2,1,5.630114553778015,edge,0,,672,rescue,0,1
14,chainWM,1.05,0.0001,0.2,0,,,1,86.51298362738996,0,extinction,0,2
15,chainWM,1.05,0.0001,0.2,0,,,1,117.95512566183575,0,extinction,0,0
16,chainWM,1.05,0.0001,0.2,0,,,1,79.60618375662928,0,extinction,0,3
17,chainWM,1.05,0.0001,0.2,1,5.895013002379149,edge,0,,895,rescue,0,3
18,chainWM,1.05,0.0001,0.2,0,,,1,102.14208562215241,0,extinction,0,0
19,chainWM,1.05,0.0001,0.2,1,5.983879691088091,edge,0,,692,rescue,0,1
20,chainWM,1.05,0.0001,0.2,1,13.328229265458246,edge,0,,518,rescue,0,3
21,chainWM,1.05,0.0001,0.2,1,8.8105404175426,edge,0,,542,rescue,0,1
22,chainWM,1.05,0.0001,0.2,0,,,1,77.43503321509584,0,extinction,0,2
23,chainWM,1.05,0.0001,0.2,0,,,1,122.49800683143278,0,extinction,0,1
24,chainWM,1.05,0.0001,0.2,1,11.544417182219961,edge,0,,576,rescue,0,1
25,chainWM,1.05,0.0001,0.2,1,64.54014296663858,edge,0,,124,rescue,0,2
